fullStreetName,CoordList
ABERG AVE,"[(-89.35501001989324, 43.11374931891883), (-89.35444027881982, 43.11340093208331)]"
ABERG AVE,"[(-89.35444027881982, 43.11340093208331), (-89.35429311798846, 43.11331094506538)]"
ABERG AVE,"[(-89.35429311798846, 43.11331094506538), (-89.35366816348011, 43.11292878687744)]"
ABERG AVE,"[(-89.35503242415187, 43.113584526232515), (-89.35501001989324, 43.11374931891883)]"
ABERG AVE,"[(-89.35372845847034, 43.11280544133371), (-89.35366816348011, 43.11292878687744)]"
ABERG AVE,"[(-89.35120582309719, 43.111287085396064), (-89.35108493947916, 43.11139363852837)]"
ABERG AVE,"[(-89.35262200907843, 43.112325754577945), (-89.35108493947916, 43.11139363852837)]"
ABERG AVE,"[(-89.35342866169366, 43.112619797658496), (-89.35120582309719, 43.111287085396064)]"
ABERG AVE,"[(-89.36028660786634, 43.11421781666197), (-89.35914051901867, 43.114205823801626)]"
ABERG AVE,"[(-89.3614331240189, 43.1142267766567), (-89.36141812651047, 43.11422665978352), (-89.36069676203644, 43.11422102336005), (-89.36028660786634, 43.11421781666197)]"
ABERG AVE,"[(-89.36257526198666, 43.11423547536687), (-89.36224889926011, 43.11423299077797), (-89.3614331240189, 43.1142267766567)]"
ABERG AVE,"[(-89.36378802875845, 43.114240869289674), (-89.36257526198666, 43.11423547536687)]"
ABERG AVE,"[(-89.35914051901867, 43.114205823801626), (-89.35813645902758, 43.1141948936426)]"
ABERG AVE,"[(-89.35503242415187, 43.113584526232515), (-89.35441819350038, 43.1132161751301)]"
ABERG AVE,"[(-89.35428013275173, 43.11313445096389), (-89.35372845847034, 43.11280544133371)]"
ABERG AVE,"[(-89.35372845847034, 43.11280544133371), (-89.35342866169366, 43.112619797658496)]"
ABERG AVE,"[(-89.35366816348011, 43.11292878687744), (-89.35262200907843, 43.112325754577945)]"
ABERG AVE,"[(-89.35813645902758, 43.1141948936426), (-89.35696078620144, 43.11419093537273), (-89.35688842760169, 43.114190691594985), (-89.35642228729648, 43.114181834205546)]"
ABERG AVE,"[(-89.35642228729648, 43.114181834205546), (-89.35638922119485, 43.1141789375951), (-89.35635625026224, 43.114175515373745), (-89.35632338801236, 43.11417156934939), (-89.35629065041692, 43.11416710043146), (-89.35625805344563, 43.114162111329584), (-89.3562256118398, 43.1141566047526), (-89.35619334157003, 43.11415058251005), (-89.35616125737653, 43.11414404821103), (-89.35612937400042, 43.11413700456442), (-89.35609770863901, 43.114129455180795), (-89.35606627357626, 43.114121402767616), (-89.35603508477874, 43.114112852734834), (-89.35600415698853, 43.11410380689151), (-89.35597350494271, 43.11409427154695), (-89.35594314338123, 43.114084250310334), (-89.35591308581357, 43.114073748590265), (-89.35588334820821, 43.11406276999662), (-89.35585394161627, 43.11405132083669), (-89.35582488200531, 43.114039405620524), (-89.3557961828826, 43.114027031557015), (-89.35576785775932, 43.11401420225454), (-89.3557399201417, 43.11400092582214), (-89.35571238231037, 43.1139872076678), (-89.35568525900203, 43.11397305410111), (-89.35565856003795, 43.1139584723287), (-89.3556323013834, 43.11394346866091), (-89.35560649408829, 43.11392805030524), (-89.35558115042993, 43.11391222536996), (-89.35503242415187, 43.113584526232515)]"
ABERG AVE,"[(-89.34417798227692, 43.11071395102251), (-89.34412166255406, 43.11070801699196), (-89.34406545286735, 43.11070154385078), (-89.34400936304543, 43.11069453250589), (-89.34395340414433, 43.11068698476524), (-89.34389758476395, 43.11067890153495), (-89.34384191350436, 43.1106702837213), (-89.3437864014203, 43.11066113403228), (-89.343731057113, 43.11065145247406), (-89.3436758904085, 43.11064124175386), (-89.34362091113539, 43.110630502778804), (-89.34356612789125, 43.110619238255374), (-89.34351155050337, 43.11060744999078), (-89.343457188799, 43.11059513979224), (-89.34340305137671, 43.11058230946619), (-89.34334914683419, 43.110568961719174), (-89.34329548622705, 43.11055509835932), (-89.34324207692421, 43.1105407220923), (-89.34318892875169, 43.11052583562558), (-89.34313605030795, 43.11051044076563), (-89.34308345264634, 43.11049454112081), (-89.34303114190821, 43.110478138496035), (-89.34297912914799, 43.11046123559956), (-89.34292742296178, 43.11044383603815), (-89.34287603194564, 43.110425943418555), (-89.3428249634705, 43.11040755864642), (-89.34277422858715, 43.11038868713035), (-89.3427238346653, 43.11036933067614), (-89.34267379030098, 43.110349492890606), (-89.34262410408992, 43.110329177380535), (-89.3425747858578, 43.11030838685359), (-89.34252584174094, 43.11028712671501), (-89.34247728279456, 43.11026539877316), (-89.34242911515605, 43.11024320753331), (-89.34238134742121, 43.110220556602336), (-89.34233398818566, 43.11019744958709), (-89.34228704604375, 43.110173890994574), (-89.34224052713293, 43.11014988533008), (-89.34219444250681, 43.110125435302095), (-89.34214879707417, 43.110100545415094), (-89.34210359942809, 43.11007522107619), (-89.34205885939248, 43.11004946589314), (-89.3420145818771, 43.11002328347027), (-89.34197077547486, 43.109996679214795), (-89.34192744755134, 43.10996965763283), (-89.34188460547207, 43.109942223230675), (-89.34184225783098, 43.10991438051525), (-89.34180040953521, 43.109886134891184), (-89.34175907040729, 43.10985749086642), (-89.34171824535659, 43.109828452045335), (-89.34167794174492, 43.109799025634395), (-89.34163816816708, 43.10976921524061), (-89.34159892953016, 43.10973902626854), (-89.34156023319923, 43.10970846322448), (-89.34152208530735, 43.109677533313985), (-89.3409388409697, 43.10919669845851)]"
ABERG AVE,"[(-89.3409388409697, 43.10919669845851), (-89.33914440777885, 43.107718862228914), (-89.33911246181172, 43.10769386764401), (-89.33908004492093, 43.1076692003436), (-89.33904716201313, 43.107644865731494), (-89.3390138216816, 43.10762086831395), (-89.33898002883289, 43.10759721349478), (-89.3389457896045, 43.107573904878436), (-89.33891111258826, 43.10755094787134), (-89.33887600146593, 43.107528345176085), (-89.3388404660554, 43.10750610400023), (-89.33880451249638, 43.107484226148), (-89.33876814569645, 43.10746271612309), (-89.3387313754746, 43.107441580232965), (-89.3386942067421, 43.10742082028099)]"
ABERG AVE,"[(-89.34420386839268, 43.11057973180742), (-89.34414885981049, 43.11057366186855), (-89.34409396370393, 43.11056706632337), (-89.34403919113227, 43.11055994427947), (-89.34398454946579, 43.110552297542284), (-89.34393004976039, 43.110544127919766), (-89.34387570061598, 43.11053543631803), (-89.34382151186097, 43.110526223644186), (-89.34376749086445, 43.11051649260375), (-89.34371364991196, 43.1105062441055), (-89.34365999637235, 43.110495480855), (-89.34360653884558, 43.11048420375853), (-89.34355328838735, 43.110472414624205), (-89.34350025236661, 43.11046011615758), (-89.34344744061042, 43.11044731016593), (-89.34339486294603, 43.1104339984565), (-89.34334252674104, 43.11042018463512), (-89.34329044182371, 43.11040586960897), (-89.34323861801992, 43.110391056085426), (-89.34318706269843, 43.11037574677026), (-89.34313578445543, 43.11035994527008), (-89.34308479434748, 43.110343652493064), (-89.3430340985124, 43.11032687294432), (-89.3429837080057, 43.11030960843208), (-89.34293362896743, 43.110291861661196), (-89.34288387245057, 43.110273636240194), (-89.34283444459402, 43.11025493577412), (-89.34278535522337, 43.1102357629705), (-89.34273661293561, 43.110216120536016), (-89.34268822632542, 43.11019601297759), (-89.34264020276119, 43.11017544300103), (-89.34259254961017, 43.11015441421232), (-89.34254527792504, 43.11013293021998), (-89.34249839261597, 43.11011099462832), (-89.34245190473443, 43.110088611946004), (-89.34240581919153, 43.110065784877115), (-89.34236014581025, 43.11004251792957), (-89.34231489318601, 43.11001881471022), (-89.34227006622767, 43.109994679723485), (-89.34222567475781, 43.10997011747714), (-89.34218172614456, 43.10994513067722), (-89.34213822775119, 43.109919725629965), (-89.34209518694568, 43.10989390504143), (-89.34205261109233, 43.10986767431772), (-89.34201050755786, 43.109841037065046), (-89.34196888247799, 43.109813998688715), (-89.34192774567644, 43.10978656279657), (-89.34188710083058, 43.10975873569233), (-89.34184695776403, 43.10973052098379), (-89.34180732138498, 43.10970192317558), (-89.34176820028489, 43.109672948574676), (-89.34172959937308, 43.109643600785574), (-89.3416915260123, 43.10961388611467), (-89.34165398634042, 43.10958380816717), (-89.34161698772121, 43.10955337234932), (-89.34158053628892, 43.109522584966655), (-89.3396420812952, 43.107925848573316), (-89.3396000383553, 43.10788971173852), (-89.33955748029473, 43.10785389945133), (-89.33951441079175, 43.107818417114444), (-89.33947083598547, 43.107783267431955), (-89.339426760785, 43.10774845400727), (-89.33938219009717, 43.10771398224402), (-89.33933712637533, 43.107679854843575), (-89.33929157821407, 43.10764607541205), (-89.33924554806421, 43.10761264845109), (-89.33919904206458, 43.107579576664904), (-89.33915206389442, 43.10754686455606), (-89.33910462091961, 43.10751451572975), (-89.33905671805032, 43.10748253288919), (-89.33900835896695, 43.10745091963694), (-89.33895954980564, 43.10741968047735), (-89.33891029670478, 43.10738881811464), (-89.33886060457318, 43.10735833615216), (-89.33881047831956, 43.1073282381933)]"
ABILENE CT,"[(-89.5118642077876, 43.01826639085903), (-89.511176116061, 43.01852880936037)]"
ACACIA LN,"[(-89.32317713738536, 43.059242801584205), (-89.32203081426674, 43.059261438465626)]"
ACACIA LN,"[(-89.32203081426674, 43.059261438465626), (-89.32184000972511, 43.05926680688), (-89.32164918021712, 43.05927165829378), (-89.32145832697644, 43.059275991807695), (-89.32126745368753, 43.059279809225195), (-89.32107656158568, 43.05928310874698), (-89.32088565435816, 43.05928589037628)]"
ACACIA LN,"[(-89.31849664279652, 43.0593358774343), (-89.31635154940015, 43.05937352369716)]"
ACACIA LN,"[(-89.32088565435816, 43.05928589037628), (-89.31972691722848, 43.0593162395594)]"
ACACIA LN,"[(-89.31972691722848, 43.0593162395594), (-89.31849664279652, 43.0593358774343)]"
ACACIA LN,"[(-89.323746799384, 43.05922751892719), (-89.32317713738536, 43.059242801584205)]"
ACADIA CT,"[(-89.50028998641524, 43.07038788341524), (-89.50095723186809, 43.07036736299556)]"
ACADIA DR,"[(-89.50018996770861, 43.06842530527852), (-89.50026791252296, 43.06977982181558), (-89.50027290165269, 43.06986664600599), (-89.50027727818532, 43.069953488614765), (-89.50028104456925, 43.070040346039846), (-89.50028419711639, 43.070127216483705), (-89.50028673950501, 43.07021409814356), (-89.50028866927254, 43.07030098742079), (-89.50028998641524, 43.07038788341524)]"
ACADIA DR,"[(-89.50028998641524, 43.07038788341524), (-89.50027102939964, 43.07152321568298), (-89.50027130260311, 43.07153823552082), (-89.50027085633872, 43.071553253148906), (-89.50026968935408, 43.07156824966604), (-89.500267806537, 43.071583207066745), (-89.50026520663509, 43.07159810644963), (-89.50026189453612, 43.07161292980935), (-89.50025787512774, 43.07162765914032), (-89.5002531520676, 43.07164227463779), (-89.50024773147463, 43.071656760995694), (-89.50024162068975, 43.071671098406696), (-89.50023482582857, 43.07168526886438), (-89.50022735669212, 43.07169925616017), (-89.50021922185147, 43.071713042286), (-89.50021043110782, 43.07172661103317), (-89.5002009967156, 43.07173994439116), (-89.50019092847607, 43.07175302615121), (-89.50018023987485, 43.071765841002275), (-89.50016894316875, 43.07177837273392), (-89.50015705429915, 43.07179060603341), (-89.50014458552394, 43.07180252559042), (-89.50013155401238, 43.07181411609132), (-89.5001179744814, 43.0718253649245), (-89.50010386532698, 43.07183625587533), (-89.50008924249504, 43.071846777231485), (-89.50007412438606, 43.07185691637877), (-89.50005852939834, 43.07186665890279), (-89.50004247839023, 43.07187599398803), (-89.50002598853568, 43.071884909921245), (-89.50000908314863, 43.07189339588504), (-89.49999178063212, 43.07190144106567), (-89.49997410430124, 43.07190903554588), (-89.49995607379027, 43.07191617121123), (-89.49993771241331, 43.071922837244514), (-89.49991904471688, 43.0719290264281), (-89.49990009033525, 43.07193473064754), (-89.4998808750439, 43.07193994358451), (-89.4998614209338, 43.07194465802304), (-89.49984175378273, 43.07194886944505), (-89.49982189691073, 43.0719525715339), (-89.49980187486783, 43.07195575977222), (-89.49978171220523, 43.07195843054307), (-89.49976143470194, 43.071960580228314), (-89.49974106568254, 43.0719622061119), (-89.49972063215719, 43.071963307275375), (-89.49970015867832, 43.071963881001665), (-89.49916837825799, 43.07196290942218)]"
ACADEMY DR,"[(-89.29151366282402, 43.077972869136794), (-89.28972029360104, 43.07799656711877), (-89.28970102540836, 43.07799723248978), (-89.2896818051978, 43.07799842357328), (-89.28966265875829, 43.07800013859897), (-89.28964361188075, 43.07800237489647), (-89.28962469280984, 43.07800513069829), (-89.28960592611445, 43.07800840063233), (-89.28958733881532, 43.078012181129594), (-89.28956895671114, 43.078016465919426), (-89.28955080559679, 43.07802125053114), (-89.28953291004697, 43.07802652689259), (-89.28951529463458, 43.0780322878314), (-89.28949798515845, 43.078038527077005), (-89.28948100374349, 43.0780452338539), (-89.2894643749645, 43.078052400089895), (-89.28944812217445, 43.07806001501085), (-89.28943226749637, 43.07806806874163), (-89.28941683305733, 43.078076549606585), (-89.28940184098231, 43.0780854468304), (-89.28938731094658, 43.07809474693452), (-89.28937326385328, 43.07810443644185), (-89.28935971814599, 43.07811450367258), (-89.28929683067658, 43.07816560871184)]"
ACADEMY DR,"[(-89.29583751268447, 43.07797649843485), (-89.29533674851008, 43.07798272216241), (-89.29530975923623, 43.07798289116189), (-89.29528277212633, 43.07798260650552), (-89.29525580068596, 43.0779818691084), (-89.29522885965022, 43.0779806789869), (-89.29520196252645, 43.077979036156016), (-89.29517512404796, 43.077976941532185), (-89.29514835771836, 43.0779743969307), (-89.29512167826903, 43.07797140416819), (-89.29485780876155, 43.07794383772538), (-89.29483148756488, 43.07794040514347), (-89.2948050511153, 43.07793748548589), (-89.29477851905638, 43.077935079674546), (-89.29475190980004, 43.07793319043014), (-89.29472524053418, 43.077931818671914), (-89.2946985309023, 43.0779309653218), (-89.29467180054802, 43.077930631301754), (-89.29464506789071, 43.077930815732195), (-89.29151366282402, 43.077972869136794)]"
ACADEMY DR,"[(-89.30321167192047, 43.07775867036489), (-89.29963270071228, 43.07784440555362)]"
ACADEMY DR,"[(-89.29963270071228, 43.07784440555362), (-89.29692500803631, 43.07791311531511), (-89.29686744861355, 43.07792089668637), (-89.29680976375607, 43.07792816213226), (-89.29675196328651, 43.077934912563435), (-89.29669405334936, 43.077941146186326), (-89.29663604500067, 43.077946861212666), (-89.296577946837, 43.07795205765176), (-89.29651976500112, 43.07795673461005), (-89.29646151054725, 43.07796089119952), (-89.29640319084413, 43.0779645274281), (-89.29634481571814, 43.07796764240645), (-89.29583751268447, 43.07797649843485)]"
ACEWOOD BLVD,"[(-89.30321167192047, 43.07775867036489), (-89.3032046189686, 43.07764128331791), (-89.30320464282343, 43.07761753412858), (-89.30320531989915, 43.077593790118925), (-89.30320665263157, 43.077570061192574), (-89.30320863731895, 43.07754635634671), (-89.30321127516741, 43.07752268638374), (-89.30321456493095, 43.07749906030345), (-89.30321850413564, 43.077475487104145), (-89.30322309275996, 43.07745197758703), (-89.30322832710377, 43.077428539849095), (-89.30323420714372, 43.07740518559154), (-89.30324072795199, 43.07738192291013), (-89.30325335157858, 43.07735406434573), (-89.30326533085626, 43.0773260529927), (-89.30327666331272, 43.07729789784972), (-89.30328734402329, 43.077269606112694), (-89.30329737297143, 43.077241186782835), (-89.30330674523266, 43.077212647055994), (-89.30331545833637, 43.077183995030666), (-89.3033235110382, 43.07715523970679), (-89.30332881247612, 43.07713517201822), (-89.30333345225975, 43.07711501633206), (-89.30333742790967, 43.07709478524723), (-89.30334073695163, 43.07707448866244), (-89.30334337813063, 43.07705414097802), (-89.30334534897412, 43.07703375119248), (-89.30334664945674, 43.07701333280742), (-89.30334727709905, 43.07699289842167), (-89.30334723311039, 43.076972457937664), (-89.30334651623934, 43.076952023955556), (-89.30334512768994, 43.076931609078), (-89.3033430686682, 43.07691122500755), (-89.30334034038168, 43.076890882546664), (-89.30333694280677, 43.076870594296736)]"
ACEWOOD BLVD,"[(-89.3030123001911, 43.079514491262536), (-89.3029929394031, 43.07864177658368)]"
ACEWOOD BLVD,"[(-89.3029929394031, 43.07864177658368), (-89.30298847833308, 43.0784986907081), (-89.30298999783454, 43.07848318262081), (-89.30299215699057, 43.07846771480435), (-89.30299495331695, 43.078452301657634), (-89.3029983843277, 43.078436958479905), (-89.30300244877009, 43.0784216978711), (-89.30300714047634, 43.078406534226495), (-89.30301245696222, 43.078391481945005), (-89.30301839206172, 43.07837655452167), (-89.30302494083489, 43.07836176635291), (-89.30303209711936, 43.07834712913353), (-89.30316916441495, 43.07808192598944), (-89.303176603722, 43.07806693981488), (-89.30318343797451, 43.078051799993055), (-89.30318966223705, 43.07803651912032), (-89.30319527034452, 43.07802111069202), (-89.30320025613176, 43.07800558820326), (-89.3032046171191, 43.07798996425307), (-89.30320834836752, 43.07797425323797), (-89.3032114473957, 43.07795846865701), (-89.30321391049425, 43.07794262400794), (-89.30321573763753, 43.07792673279224), (-89.30321692511635, 43.07791080850771), (-89.30321167192047, 43.07775867036489)]"
ACEWOOD BLVD,"[(-89.3031279593539, 43.08209828347479), (-89.3030970841583, 43.080828667919945), (-89.30309671307393, 43.08081801752268), (-89.3030956641166, 43.08080739252286), (-89.30309393970239, 43.080796813625334), (-89.30309154592265, 43.08078630603927), (-89.30308848519168, 43.08077589136961), (-89.30308476728969, 43.080765592129055), (-89.3030803970835, 43.080755431725215), (-89.30307538558459, 43.08074543087192), (-89.3030697437995, 43.08073561298313), (-89.30306348396763, 43.080725998773865), (-89.30305661955823, 43.08071660806033), (-89.30304916526487, 43.08070746246013), (-89.30304113701244, 43.080698581792014), (-89.30303255318542, 43.08068998407703), (-89.30302343216272, 43.08068169003659), (-89.3030137935583, 43.08067371679294)]"
ACEWOOD BLVD,"[(-89.30313639447822, 43.08293781476264), (-89.3031279593539, 43.08209828347479)]"
ACEWOOD BLVD,"[(-89.30316307000376, 43.08415441576053), (-89.30313639447822, 43.08293781476264)]"
ACEWOOD BLVD,"[(-89.30294890887426, 43.08294257551797), (-89.30293446116336, 43.0821008002946)]"
ACEWOOD BLVD,"[(-89.30293446116336, 43.0821008002946), (-89.30291504819685, 43.08083798970449), (-89.30291579365894, 43.08082717665183), (-89.30291721073559, 43.08081639940311), (-89.30291929569896, 43.08080568045706), (-89.30292204482299, 43.08079504141217), (-89.30292545192054, 43.08078450656474), (-89.30292950958524, 43.08077409570926), (-89.30293421040548, 43.08076383134049), (-89.3029395445173, 43.080753734150406), (-89.30294550082544, 43.080743826629934), (-89.30295206578558, 43.080734127666986), (-89.30295922707803, 43.080724657951016), (-89.30296696993067, 43.08071543636868), (-89.30297527711208, 43.080706483604196), (-89.30298413139607, 43.080697817641564), (-89.30299351555664, 43.080689456464846), (-89.30300340991336, 43.08068141715527), (-89.3030137935583, 43.08067371679294)]"
ACEWOOD BLVD,"[(-89.30318013060307, 43.085085150406336), (-89.3029998096055, 43.085086384001286)]"
ACEWOOD BLVD,"[(-89.30318013060307, 43.085085150406336), (-89.30317120821934, 43.08474362814285), (-89.30316279667598, 43.08427466727752)]"
ACEWOOD BLVD,"[(-89.3029998096055, 43.085086384001286), (-89.30299017699198, 43.084758269798414), (-89.30298875094812, 43.08427705770968)]"
ACEWOOD BLVD,"[(-89.3030137935583, 43.08067371679294), (-89.3030123001911, 43.079514491262536)]"
ACEWOOD BLVD,"[(-89.30222210114844, 43.093673715655235), (-89.30222193289167, 43.092799563221725)]"
ACEWOOD BLVD,"[(-89.30222193289167, 43.092799563221725), (-89.30222224349978, 43.09192232740611)]"
ACEWOOD BLVD,"[(-89.30219307633686, 43.095597145179866), (-89.30220435300774, 43.094613520474134)]"
