fullStreetName,CoordList
DEMING WAY,"[(-89.52835226637158, 43.0859995787532), (-89.52834292686128, 43.08602008541939), (-89.52833422004521, 43.086040740915024), (-89.52832615081762, 43.08606153443453), (-89.5283187228476, 43.08608245697364), (-89.52831193979819, 43.0861034959277), (-89.5283058053386, 43.08612464229232), (-89.52830032190546, 43.08614588436408), (-89.52829549316483, 43.0861672113385), (-89.52829132032836, 43.08618861331334), (-89.52828780705917, 43.086210077683916), (-89.52828495457048, 43.08623159544821), (-89.52828276407077, 43.08625315490371), (-89.52828123676865, 43.08627474434804), (-89.52828037264771, 43.0862963538802), (-89.52828017414619, 43.08631797269667), (-89.52827623131053, 43.08686725322695), (-89.52827520291576, 43.086993001914934)]"
DEMING WAY,"[(-89.53403796446582, 43.08203669338146), (-89.53401325473385, 43.08266935870886), (-89.5340065301397, 43.08284153497433), (-89.53398754830347, 43.08332754191908), (-89.53396985557261, 43.08374799674798), (-89.53396898342632, 43.08377285571009), (-89.5339673818102, 43.08379769468184), (-89.53396505193172, 43.08382250286087), (-89.53396199499514, 43.0838472676444), (-89.53395821098155, 43.08387197913141), (-89.53395370232484, 43.08389662561809), (-89.53394847268696, 43.083921195399455), (-89.53394252204407, 43.083945675873984), (-89.5339358552911, 43.08397005803573), (-89.53392847363227, 43.083994329282085), (-89.53392038072953, 43.08401847790793), (-89.5339115827042, 43.08404249400605), (-89.53390208076053, 43.08406636497366), (-89.53389188102157, 43.084090081803616), (-89.533880987146, 43.084113630990664), (-89.53386940402883, 43.08413700352876), (-89.53385713778978, 43.084160188610575), (-89.533844194547, 43.08418317452853), (-89.53383058042027, 43.08420595047527), (-89.53381629907506, 43.08422850654582), (-89.53380136031689, 43.08425083282926), (-89.53378576903768, 43.08427291851939), (-89.53376953381336, 43.084294752806365), (-89.53375266199355, 43.08431632578155), (-89.53373515970144, 43.08433762843779), (-89.53371703673962, 43.084358649063816), (-89.53369830169063, 43.084379380450315), (-89.53367896190097, 43.084399810888414), (-89.53365902595014, 43.08441993136843), (-89.53363850487531, 43.08443973377843), (-89.53361740848068, 43.08445920730735), (-89.53359574411948, 43.08447834384677), (-89.5335735240554, 43.084497134383454), (-89.53336374544936, 43.08464298820256), (-89.53258750172503, 43.0851774706759), (-89.53256968345995, 43.08519003166865), (-89.53255136959332, 43.08520220339232), (-89.5325325736126, 43.08521397413236), (-89.53251331392218, 43.08522533486976), (-89.53249360646706, 43.085236274787704), (-89.53247346842213, 43.085246783968344)]"
DEMING WAY,"[(-89.52866766053116, 43.08563715892607), (-89.5286464970008, 43.08565233631133), (-89.52862583882158, 43.0856678822645), (-89.52860569580223, 43.08568378777566), (-89.52858608020763, 43.08570004383268), (-89.52856700430105, 43.085716640523344), (-89.52854847789139, 43.08573356883781), (-89.52853051324364, 43.08575081976387), (-89.528513118934, 43.08576838159255), (-89.52849630599954, 43.08578624531285), (-89.52848008424613, 43.08580440011473), (-89.52846446347974, 43.08582283518801), (-89.5284494522799, 43.085841540623996), (-89.52843505799645, 43.08586050561479), (-89.5284212916621, 43.0858797184491), (-89.52840815940027, 43.08589916922036), (-89.5283956685579, 43.08591884532058), (-89.52838382771162, 43.08593873504065), (-89.52837264175855, 43.08595882937524), (-89.52836211927062, 43.085979113914966), (-89.52835226637158, 43.0859995787532)]"
DEMING WAY,"[(-89.53247346842213, 43.085246783968344), (-89.53244887256032, 43.085259315465635), (-89.53242388418602, 43.085271422487565), (-89.53239851925427, 43.08528309961796), (-89.53237278880626, 43.085294340545126), (-89.53234670879556, 43.08530513895289), (-89.53232029271945, 43.08531548852723), (-89.53229355407875, 43.0853253847545), (-89.53226650759889, 43.08533482131951), (-89.5322391692367, 43.08534379370632), (-89.53221155371942, 43.085352296499856), (-89.53218367454777, 43.08536032518653), (-89.5321555476803, 43.08536787615038), (-89.53212718907236, 43.08537494397531), (-89.53209861222798, 43.08538152594784), (-89.53206983433383, 43.08538761845098), (-89.53204087134687, 43.085393216968754), (-89.53201173800086, 43.08539831968661), (-89.53198245025453, 43.08540292298881), (-89.53195302407138, 43.085407025959775), (-89.53192347540833, 43.0854106240836), (-89.53189382023066, 43.08541371734494), (-89.53186407449866, 43.0854163030281), (-89.53183425540217, 43.08541837931633), (-89.53180437767837, 43.085419946195486), (-89.53177445851891, 43.08542100274898), (-89.53174451388722, 43.08542154806136), (-89.53171455974697, 43.08542158121724), (-89.53100217842182, 43.08541315047462)]"
DEMPSEY RD,"[(-89.31629198123595, 43.085358765624704), (-89.31628955907325, 43.085223592449005), (-89.31628657078933, 43.08508842594688), (-89.31628301761427, 43.08495326701949), (-89.31627889955028, 43.08481811656686), (-89.31627421537145, 43.08468297548796), (-89.31626896630499, 43.08454784648411)]"
DEMPSEY RD,"[(-89.3163239125091, 43.08701042164584), (-89.31630473040364, 43.08628655149601), (-89.31629198123595, 43.085358765624704)]"
D'ONOFRIO DR,"[(-89.51415598527674, 43.05767209255289), (-89.51417026893013, 43.05764792133967), (-89.51418521696169, 43.05762396651601), (-89.51420082324951, 43.057600238887844), (-89.51421708167051, 43.05757674836102), (-89.51423398487266, 43.0575535039422), (-89.5142515267315, 43.05753051463715), (-89.51426969989792, 43.057507791252654), (-89.51428849579125, 43.05748534189639), (-89.51430790828715, 43.05746317557392), (-89.51432792880898, 43.05744130309321), (-89.514348548775, 43.05741973166158), (-89.51436976083481, 43.05739847118595), (-89.51439155395163, 43.0573775288756), (-89.51441392200407, 43.057356915536445), (-89.51443685395542, 43.05733663837786), (-89.5144603424529, 43.05731670550651), (-89.51448437523509, 43.057297125932834), (-89.51450894371898, 43.05727790596426), (-89.5145340380997, 43.057259055509476), (-89.5145596473408, 43.05724058177791), (-89.51458576163324, 43.05722249197801), (-89.51461236994082, 43.057204793319116), (-89.51463946122708, 43.05718749301071), (-89.51466702445579, 43.05717059826216), (-89.5146950485921, 43.057154117183124), (-89.5147235225957, 43.057138054282575), (-89.51475243297831, 43.05712241857221), (-89.51478176992717, 43.05710721456016), (-89.51481152117876, 43.0570924494569), (-89.51484167324075, 43.05707812957374), (-89.51487221507318, 43.05706425941983), (-89.51490313318375, 43.057050845306556), (-89.5149344140803, 43.05703789354528), (-89.5149660479504, 43.057025408644165), (-89.51499801884559, 43.0570133960165), (-89.51503031572746, 43.05700186107162), (-89.51506292387232, 43.056990807421585), (-89.515095831013, 43.05698023957668), (-89.51512902242874, 43.05697016294919), (-89.51516248585088, 43.05696058114927), (-89.51519620655748, 43.05695149868916), (-89.51523017104972, 43.05694291737982), (-89.51526436583588, 43.05693484353277), (-89.51529877618846, 43.056927278059895), (-89.51533338861164, 43.05692022457239), (-89.5153681883834, 43.05691368758259), (-89.51540316200386, 43.05690766800139), (-89.51543829352092, 43.056902168542074)]"
D'ONOFRIO DR,"[(-89.51543829352092, 43.056902168542074), (-89.51547476032043, 43.056897352064006), (-89.51551134325855, 43.056893038638755), (-89.5155480300644, 43.05688923007647), (-89.51558480723943, 43.05688592818818), (-89.51562166373738, 43.05688313298288), (-89.51565858483367, 43.056880847172835), (-89.5156955582547, 43.05687907076796), (-89.51573257049915, 43.05687780377933), (-89.51576960929482, 43.05687704711696), (-89.51580666114177, 43.05687680169202), (-89.51628646072004, 43.05688159375519), (-89.51770021655267, 43.056895702041494)]"
D'ONOFRIO DR,"[(-89.51326932468885, 43.059218690451644), (-89.5135811946786, 43.058834370480895), (-89.51360384228883, 43.058807222317064), (-89.51362586344479, 43.05877979921677), (-89.51364725079006, 43.05875210658687), (-89.51366799820234, 43.058724154333795), (-89.51368810078306, 43.058695949662685), (-89.51370755240602, 43.058667499779524), (-89.51372634694917, 43.05863881459075), (-89.51374447951254, 43.05860990040134), (-89.51376194520164, 43.05858076711671), (-89.5137787391166, 43.05855142104175), (-89.513794856363, 43.05852187208187), (-89.51381029081628, 43.058492128343254), (-89.51384559003884, 43.05841390611576)]"
D'ONOFRIO DR,"[(-89.51384559003884, 43.05841390611576), (-89.51405238179895, 43.057897904238594), (-89.51406319601428, 43.05786917768936), (-89.51407462538127, 43.057840580260326), (-89.51408666990848, 43.05781211825206), (-89.514099324696, 43.05778379886913), (-89.51411258607276, 43.05775563021529), (-89.51412645281854, 43.057727617691825), (-89.5141409200348, 43.05769976940355), (-89.51415598527674, 43.05767209255289)]"
DOTY ST,"[(-89.38216690904241, 43.073180252909665), (-89.38196707015052, 43.07332713537119), (-89.38144218830283, 43.07371018178511), (-89.38104358773514, 43.07399889641173)]"
DOTY ST,"[(-89.38333682460221, 43.07236626134624), (-89.38385820262602, 43.07199280008332), (-89.38387235547509, 43.07198230422562), (-89.38388699060513, 43.07197217036918), (-89.38390209327454, 43.07196241201026), (-89.38391764260528, 43.07195303904288), (-89.38393362262917, 43.07194406316296), (-89.38395001369538, 43.07193549516481), (-89.3839667961537, 43.071927344942964), (-89.38398395035406, 43.07191962239174), (-89.38400145787509, 43.07191233560575), (-89.38401929415564, 43.07190549447779), (-89.3840374420029, 43.07189910620279), (-89.38405587808457, 43.07189317887378), (-89.38407458029687, 43.07188771968406), (-89.38409352776485, 43.07188273402711), (-89.38411269838471, 43.071878229096335), (-89.38413206759931, 43.07187420848383), (-89.38415161453322, 43.071870678483286), (-89.3841713146295, 43.07186764268685), (-89.38419114578603, 43.07186510558766), (-89.38421108344751, 43.07186306807753), (-89.38423110551193, 43.07186153464959)]"
DOTY ST,"[(-89.38216690904241, 43.073180252909665), (-89.38333682460221, 43.07236626134624)]"
DRAKE ST,"[(-89.40403977383453, 43.062061184176045), (-89.40692694737278, 43.06204676920382)]"
TOWNE BLVD,"[(-89.31285987149238, 43.12256350514389), (-89.30916924933923, 43.125141913069186)]"
PASS,"[(-89.50975620554546, 43.00582955943039), (-89.51108232659352, 43.00519245778042)]"
PASS,"[(-89.50814814821445, 43.00669432725379), (-89.50827640816946, 43.00659259990923), (-89.50829959413292, 43.006574847525265), (-89.5083232294189, 43.006557417938744), (-89.50834730790272, 43.00654031655467), (-89.50837181855628, 43.006523550582024), (-89.50839675402723, 43.00650712452661), (-89.50842210574042, 43.00649104559548), (-89.508447863892, 43.00647531919653), (-89.5084740199031, 43.006459949836476), (-89.50850056397105, 43.006444943823205), (-89.50852748874496, 43.006430306562734), (-89.50855478196665, 43.00641604256459), (-89.50858243628659, 43.00640215813481)]"
PASS,"[(-89.5089174987828, 43.00623870681632), (-89.50975620554546, 43.00582955943039)]"
PASS,"[(-89.50858243628659, 43.00640215813481), (-89.5089174987828, 43.00623870681632)]"
PASS,"[(-89.51198598836125, 43.00312604171834), (-89.511979951593, 43.002841330604625), (-89.5119792579085, 43.002791996818104), (-89.51197920930005, 43.00274266072446), (-89.51197980454499, 43.00269332592513), (-89.51198104242192, 43.00264399692164), (-89.51198292416493, 43.00259468001381), (-89.51198544977764, 43.002545378802026), (-89.51198861803739, 43.00249609688761), (-89.51199242895056, 43.002446839671336), (-89.51199688252082, 43.002397610753384), (-89.51200197752947, 43.00234841643564), (-89.51200771520658, 43.002299260317386)]"
PASS,"[(-89.50769381839373, 43.007534625413406), (-89.50769845793465, 43.00750530076431), (-89.5077037954268, 43.007476040401116), (-89.50770982842764, 43.00744685242666), (-89.50771655572207, 43.007417745842844), (-89.50772397486998, 43.007388730552535), (-89.50773208342878, 43.00735981465855), (-89.50774088018474, 43.0073310080628), (-89.5077503602411, 43.00730231796977), (-89.50776052360942, 43.007273753380396), (-89.50777136539672, 43.00724532419932), (-89.5077828819327, 43.007217037630134), (-89.50779506955084, 43.00718890357655), (-89.50780792703632, 43.00716093104036), (-89.50782144703832, 43.00713312632772), (-89.5078356283446, 43.007105500240584), (-89.50785046483078, 43.00707805908413), (-89.50786595160528, 43.007050813663135), (-89.50788208622319, 43.007023770279915), (-89.50789886133758, 43.00699693794085), (-89.50791627328084, 43.006970325649576), (-89.5079343159288, 43.00694393971115), (-89.50795298561528, 43.00691779002928), (-89.50797227376437, 43.00689188381099), (-89.50799217547977, 43.00686622826055), (-89.50801268586757, 43.006840832382494), (-89.50803379757859, 43.00681570338285), (-89.50805550449006, 43.0067908484668), (-89.50807780048174, 43.006766276639745), (-89.50810067697557, 43.00674199330848), (-89.50812412907916, 43.00671800837757), (-89.50814814821445, 43.00669432725379)]"
PASS,"[(-89.5119596661733, 43.003954913979214), (-89.51196384809923, 43.00389255173088), (-89.51196737140452, 43.00383016749595), (-89.51197023609632, 43.003767764874986), (-89.51197244340966, 43.00370534836767), (-89.51197399212408, 43.00364292067528), (-89.51198598836125, 43.00312604171834)]"
PASS,"[(-89.51200771520658, 43.002299260317386), (-89.51201393384659, 43.00222166742641), (-89.512019443585, 43.00214404538728), (-89.512024244431, 43.00206639870064), (-89.51202833516493, 43.00198873006789), (-89.51203171579462, 43.00191104308953), (-89.5120343851004, 43.00183334046698), (-89.51203634554557, 43.001755627599), (-89.51204211122341, 43.00140033102507)]"
PASS,"[(-89.50753254655162, 43.00986407761073), (-89.50754382675046, 43.00983386411283), (-89.50755443216676, 43.009803518800766), (-89.5075643628151, 43.00977305157593), (-89.50757361379901, 43.00974246874291), (-89.50758218390551, 43.009711779304006), (-89.50759006946721, 43.009680991363005), (-89.50759727049635, 43.00965011302111), (-89.50760378332551, 43.00961915238221), (-89.50760960551402, 43.00958811754923), (-89.5076147383018, 43.00955701752251), (-89.50761917802164, 43.009525860405844), (-89.50762292345924, 43.009494654301335), (-89.50762597585339, 43.009463407309), (-89.50762833153692, 43.00943212753275), (-89.50762999174978, 43.009400823972825), (-89.5076459622063, 43.00898882413718)]"
PASS,"[(-89.5076459622063, 43.00898882413718), (-89.50765485037715, 43.008539511787106), (-89.5076629900037, 43.00812802360805)]"
PASS,"[(-89.499006986745, 43.01259266605146), (-89.50025091961405, 43.01260895031284), (-89.50133555714767, 43.012620543679546), (-89.50150120680121, 43.01262138665752), (-89.50166686074432, 43.0126217478325), (-89.50183251406435, 43.01262162540762), (-89.50199816675982, 43.01262102118319), (-89.50216381392042, 43.01261993516252), (-89.50232945554119, 43.012618366445686), (-89.5024950854853, 43.01261631503687)]"
PASS,"[(-89.5024950854853, 43.01261631503687), (-89.5025690166877, 43.012611806650895), (-89.50264299754214, 43.01260775723939), (-89.50271702314383, 43.01260416680576), (-89.50279108613613, 43.01260103625515), (-89.502865182841, 43.01259836559015), (-89.50293930835382, 43.01259615481409), (-89.5030134565432, 43.01259440393134), (-89.50308762127925, 43.012593113846236), (-89.50316179888256, 43.01259228366119), (-89.50323598444982, 43.012591914279895), (-89.5033101693965, 43.01259200570835), (-89.50388487978248, 43.0125862184963), (-89.50391352694608, 43.01258557605394), (-89.50394214275643, 43.01258441516226), (-89.50397071249515, 43.012582736731716), (-89.50399921530958, 43.01258054077747), (-89.50402763648131, 43.01257782821004), (-89.50405595884226, 43.01257460264235), (-89.50408416276773, 43.01257086498854), (-89.50411223231505, 43.012566617960545), (-89.50414015031384, 43.01256186337089), (-89.5041679008216, 43.012556603931486), (-89.50419546544488, 43.01255084415626), (-89.5042228282412, 43.01254458675703), (-89.50424997204262, 43.012537835346755), (-89.50427687968133, 43.012530593538315), (-89.50430353644617, 43.01252286764328), (-89.50432992516939, 43.01251466127458), (-89.50435602868428, 43.012505978945285), (-89.50438183350529, 43.012496826065956), (-89.50440732246825, 43.01248720894993), (-89.50443247963446, 43.01247713300948), (-89.50445729029303, 43.01246660455626), (-89.50448173850647, 43.01245562990268), (-89.50450581201711, 43.01244421535869), (-89.50452949243558, 43.01243236813858)]"
PASS,"[(-89.5069005013554, 43.01060507461425), (-89.50693014147896, 43.01058511876518), (-89.50695927201707, 43.0105647618359), (-89.50698788316852, 43.01054401193502), (-89.50701596390442, 43.01052287627196), (-89.50704350442112, 43.01050136115527), (-89.50707049737183, 43.01047947559185), (-89.50709693172531, 43.010457224990915), (-89.50712279890955, 43.01043461926049), (-89.50714809034766, 43.01041166470815), (-89.50717279623882, 43.01038836944255), (-89.50719690800868, 43.01036474157139), (-89.50722041953595, 43.01034078920068), (-89.50724331979474, 43.01031652134009), (-89.50726560388914, 43.0102919451945), (-89.50728726202095, 43.010267070672825), (-89.50730828684146, 43.0102419049818), (-89.50732867223081, 43.010216457127406), (-89.50734840961508, 43.01019073521745), (-89.50736749410362, 43.01016475005719), (-89.50738591712121, 43.01013850885426), (-89.50740367377605, 43.010112021513876), (-89.50742075794865, 43.010085297042025), (-89.50743716351946, 43.01005834444467), (-89.50745288314243, 43.010031172728716), (-89.50746791437909, 43.010003791797544), (-89.50748224988335, 43.00997621065793), (-89.50749588476371, 43.00994843921516), (-89.5075088165804, 43.0099204864723), (-89.50752103798996, 43.009892363236474), (-89.50753254655162, 43.00986407761073)]"
PASS,"[(-89.50566841260651, 43.01137438583158), (-89.50569622235373, 43.01135269622456), (-89.50572453421937, 43.01133135818799), (-89.50575334085508, 43.01131037982777), (-89.50578263245697, 43.01128976745155), (-89.50581240044536, 43.011269525565766), (-89.50584263747074, 43.01124966137631), (-89.5058733337269, 43.01123017939059), (-89.50590447941137, 43.01121108681632), (-89.50593606717236, 43.01119238905912), (-89.5069005013554, 43.01060507461425)]"
PASS,"[(-89.51108232659352, 43.00519245778042), (-89.51111443850391, 43.00517390848281), (-89.5111460898723, 43.00515493648109), (-89.5111772684433, 43.00513554808592), (-89.51120796564068, 43.00511574960521), (-89.51123817166341, 43.005095548247795), (-89.51126787425483, 43.00507494942439), (-89.51129706606805, 43.00505396124208), (-89.51132573729934, 43.005032589109575), (-89.51135387814772, 43.00501084023584), (-89.51138147881363, 43.00498872272988), (-89.51140853194764, 43.00496624289861), (-89.51143502652381, 43.00494340885211), (-89.5114609564192, 43.0049202268962), (-89.5114863118345, 43.00489670514012), (-89.51151108297015, 43.00487285169277), (-89.51153526493127, 43.004848673759334), (-89.5115588479185, 43.00482417944883), (-89.51158182458533, 43.00479937686838), (-89.51160418758549, 43.004774274125154), (-89.51162592957118, 43.004748878426106), (-89.51164704319753, 43.00472319877849), (-89.51166752111949, 43.00469724418958), (-89.51168735844367, 43.00467102276454), (-89.51170654659617, 43.004644541711265), (-89.51172508068763, 43.00461781183533), (-89.51174295459701, 43.0045908403427), (-89.51176016220595, 43.004563636239666), (-89.51177669739748, 43.004536209432516), (-89.51179255527707, 43.00450856712635), (-89.51180773218067, 43.00448071922548), (-89.51182221953722, 43.004452674738054), (-89.51183601613543, 43.004424443566535), (-89.51184911585598, 43.004396033817066), (-89.51186151503475, 43.00436745539387), (-89.5118732087801, 43.00433871730227), (-89.51188419342685, 43.004309828546425), (-89.51189446653743, 43.00428079902969), (-89.51190402322162, 43.00425163865738), (-89.51191286226701, 43.004222356431704), (-89.51192097878207, 43.00419296135785), (-89.51192837155573, 43.004163463338145), (-89.51193503692427, 43.00413387227686), (-89.51194097367673, 43.00410419807636), (-89.51194618060212, 43.00407445063886), (-89.51195065403402, 43.004044638068464), (-89.51195439398928, 43.004014771166545), (-89.51195739803055, 43.00398485983638), (-89.5119596661733, 43.003954913979214)]"
PASS,"[(-89.50452949243558, 43.01243236813858), (-89.5045517808003, 43.01242061102706), (-89.50457365770696, 43.01240844555654), (-89.50459511089934, 43.012395878937056), (-89.50461612567153, 43.012382921080594), (-89.50463668976622, 43.012369578297054), (-89.50465678847759, 43.01235586049852), (-89.50467641077603, 43.01234177489404), (-89.50469554441034, 43.012327332294106), (-89.50471417589779, 43.012312539909566), (-89.50473229421374, 43.01229740854993), (-89.5047498871034, 43.01228194632539), (-89.50476694477, 43.01226616494456), (-89.50481815471655, 43.01221531392258), (-89.50482174991879, 43.012211743280204)]"
PASS,"[(-89.50482174991879, 43.012211743280204), (-89.50534144603152, 43.011678049190635), (-89.50547618571663, 43.01153967859232), (-89.5054954382461, 43.011520057423255), (-89.50551523943398, 43.011500731087985), (-89.50553557825329, 43.01148170859547), (-89.50555644612758, 43.011462997152485), (-89.50557783448303, 43.01144460576621), (-89.50559973474212, 43.01142654074336), (-89.50562213833099, 43.01140881109103), (-89.50564503422045, 43.01139142401791), (-89.50566841260651, 43.01137438583158)]"
ELDERBERRY RD,"[(-89.53536517780142, 43.06758260536766), (-89.53570904222158, 43.06757821170474), (-89.5357433271316, 43.067577306398306), (-89.53577762891919, 43.067576898822544), (-89.53581193653784, 43.06757698988859), (-89.5358462340269, 43.06757757871212), (-89.53588050911218, 43.067578666205414), (-89.53591474828829, 43.06758025148184), (-89.53594893804839, 43.067582332754704), (-89.53598306489056, 43.067584910937484), (-89.53601711408008, 43.06758798424473), (-89.53605107456548, 43.067591550887265), (-89.53608493284301, 43.06759561087865), (-89.53611867417645, 43.067600161533214), (-89.5361522850587, 43.067605201064474), (-89.53626455489554, 43.06762302471681), (-89.53629186311377, 43.06762817940043), (-89.53631933005644, 43.06763286046439), (-89.536346939758, 43.067637065224176), (-89.53637467625147, 43.067640790095155), (-89.53640252603171, 43.067644035090815), (-89.5364304719023, 43.06764679572756), (-89.53645849913214, 43.067649072920226), (-89.53648659175579, 43.067650863984426), (-89.536514733811, 43.06765216803587), (-89.53654291056516, 43.067652985089225), (-89.53657110605432, 43.06765331336029), (-89.53715099995631, 43.067653787366226)]"
ELDERBERRY RD,"[(-89.53000118839398, 43.0680993995518), (-89.53253693574712, 43.06807867063997), (-89.53256523547323, 43.06807815369961), (-89.53259350970848, 43.068077114716424), (-89.53262173880755, 43.0680755528092), (-89.53264990558698, 43.06807347069491), (-89.53267799163079, 43.06807086839135), (-89.53270597852786, 43.06806774861663), (-89.53273385031919, 43.068064112286415), (-89.53276158736757, 43.068059963020104), (-89.53278917371408, 43.068055301733324), (-89.53281659217862, 43.068050132943334), (-89.53284382312239, 43.06804445936956), (-89.5328708505914, 43.068038284627974), (-89.5328976561762, 43.06803161233686), (-89.53292422515212, 43.06802444701126), (-89.53295053911145, 43.06801679316956), (-89.53297658210187, 43.06800865532796), (-89.53300233694664, 43.068000039803984), (-89.53302778769351, 43.06799095111379), (-89.53305291839187, 43.06798139467365), (-89.53307771186509, 43.06797137680113), (-89.53310215339354, 43.06796090471157), (-89.53312622825605, 43.06794998472019), (-89.5331499192761, 43.06793862314454), (-89.53356866457587, 43.06773403411457), (-89.53359235196149, 43.06772279036397), (-89.53361641703586, 43.06771198819202), (-89.53364084630469, 43.06770163301223), (-89.53366562259392, 43.06769173204194), (-89.53369073241083, 43.06768229159482), (-89.53371615735216, 43.067673317989296), (-89.5337418814666, 43.067664815741225), (-89.53376789003403, 43.067656791165476), (-89.53379416710489, 43.06764924967804), (-89.53382069304342, 43.06764219489835), (-89.53384745312785, 43.06763563224117), (-89.53387443140541, 43.06762956532232), (-89.53390160824051, 43.06762399776127), (-89.53392896768213, 43.06761893407388), (-89.53395649254826, 43.0676143769772), (-89.5339841644294, 43.06761032918939), (-89.53401196737126, 43.06760679342621), (-89.53403988296427, 43.0676037724059), (-89.53406789279565, 43.06760126704648), (-89.53409597968194, 43.06759927916485), (-89.53412412643958, 43.06759781057801), (-89.53536517780142, 43.06758260536766)]"
ELDERBERRY RD,"[(-89.52448402527986, 43.06644062443765), (-89.5252062224407, 43.06669864248513), (-89.52523008642933, 43.06670714679527), (-89.52525364670552, 43.06671609332513), (-89.52527688975783, 43.06672547758656), (-89.52529979838731, 43.06673529239438), (-89.52532235907955, 43.066745531460214), (-89.52534455709376, 43.06675618939691), (-89.52536637768327, 43.06676725721701), (-89.52538780610733, 43.06677872953333), (-89.52540883007596, 43.06679059825622), (-89.52542943484383, 43.066802855298285), (-89.52544960689322, 43.066815492571024), (-89.52546933270786, 43.06682850288595), (-89.52548860122529, 43.066841878152424), (-89.5255073989231, 43.06685560758154), (-89.5255257135127, 43.06686968398389), (-89.52554353392841, 43.06688409746846), (-89.52600484370646, 43.06722783402221), (-89.52625211029586, 43.06740439269108)]"
ELDERBERRY RD,"[(-89.52625211029586, 43.06740439269108), (-89.5267196278094, 43.067761908492514), (-89.52674592687852, 43.067779785747575), (-89.52677270778022, 43.067797273711264), (-89.5267999594562, 43.067814366992835), (-89.52682766961719, 43.067831058402305), (-89.52685582965704, 43.06784734074638), (-89.52688442728795, 43.06786320773523), (-89.52691345145149, 43.06787865397804), (-89.52694288985664, 43.067893671384724), (-89.52697273021867, 43.067908255465845), (-89.5270029627066, 43.06792240082935), (-89.5270335738032, 43.0679361002865), (-89.5270645512236, 43.06794934934773), (-89.52709588390901, 43.067962142622264), (-89.52712755834524, 43.067974474721545), (-89.5271595622472, 43.06798634115609), (-89.52719188210224, 43.06799773743749), (-89.52722450562368, 43.06800865817603), (-89.52725742052644, 43.06801909888231), (-89.52729061330065, 43.06802905686816), (-89.52732406920434, 43.06803852674628), (-89.52735777718294, 43.06804750582621), (-89.52739172249598, 43.06805598962081), (-89.52742589285964, 43.0680639745407), (-89.52746027231018, 43.068071458800176), (-89.52749484979002, 43.06807843790872), (-89.52752960933536, 43.06808491008062), (-89.52756453866388, 43.06809087262666), (-89.52759962426558, 43.0680963228589), (-89.52763485017515, 43.06810125809157), (-89.52767020288562, 43.06810567743683), (-89.52770567011619, 43.0681095791057), (-89.52774123590137, 43.0681129604125), (-89.52777688673582, 43.06811582136955), (-89.52781260788326, 43.06811816019024), (-89.52784838583516, 43.06811997508668), (-89.52788420585993, 43.06812126697258), (-89.52792005444901, 43.06812203406011), (-89.52795591564154, 43.068122276364065), (-89.52799177716129, 43.06812199479582), (-89.53000118839398, 43.0680993995518)]"
ENGELHART DR,"[(-89.37136208270026, 43.030852662008506), (-89.37115327015752, 43.03091493123126), (-89.3711182955523, 43.03092590774351), (-89.37108304405031, 43.030936396262), (-89.37104752915005, 43.0309463949923), (-89.37101176312626, 43.03095589853903), (-89.37097575702441, 43.030964904206506), (-89.37093952679784, 43.030973409301396), (-89.37090308349286, 43.03098141022792), (-89.37086644060894, 43.03098890429176), (-89.3708296104186, 43.03099588879778), (-89.37079260764763, 43.03100236195221), (-89.37075544334311, 43.03100831925938), (-89.37071813345631, 43.03101376072631), (-89.37068069025979, 43.03101868365798), (-89.37064312602547, 43.03102308625964), (-89.37060545547841, 43.03102696763774), (-89.37056769089129, 43.031030325097326), (-89.37052984698843, 43.03103315864495), (-89.37049193726874, 43.03103546648647), (-89.37045397400331, 43.03103724772728), (-89.37041597191654, 43.03103850237396), (-89.37037794450593, 43.03103923043257), (-89.37033990527023, 43.03103943010901), (-89.3703018677062, 43.03103910230956), (-89.37018494077293, 43.03103912657729)]"
