fullStreetName,CoordList
STAR DR,"[(-89.27963913387926, 43.08512470930957), (-89.27964733106222, 43.085108778712275), (-89.27965492319633, 43.085092687142584), (-89.27966190533654, 43.08507644899615), (-89.27966827132025, 43.08506007416651), (-89.27967401742835, 43.08504357795086), (-89.27967913872621, 43.08502697024432), (-89.27968363149688, 43.085010265443906), (-89.2796874920276, 43.08499347614653), (-89.27969071660564, 43.084976614949085), (-89.27969330397211, 43.08495969535149), (-89.27969525164443, 43.084942729052194), (-89.27969655836375, 43.08492572955103), (-89.27969456222388, 43.08481418641414), (-89.27969406096528, 43.08480421625912), (-89.27969290878825, 43.08479427499696), (-89.27969110809484, 43.084784386033306), (-89.2796886637454, 43.08477457187671), (-89.27968558060218, 43.08476485413567), (-89.27968186597928, 43.08475525622188), (-89.27967752965318, 43.08474579884974), (-89.27967257893795, 43.08473650543108), (-89.27966702729404, 43.08472739668483), (-89.27966088572799, 43.08471849242684), (-89.27965417015405, 43.08470981427937), (-89.27964689526269, 43.08470138206281), (-89.27963907820248, 43.08469321470057), (-89.27963073489386, 43.08468533111454), (-89.27963031946041, 43.08468495795478)]"
STAR DR,"[(-89.2759382670841, 43.09351755677748), (-89.27593175756606, 43.09348506652386), (-89.2759245084825, 43.0934526599341), (-89.27591652226515, 43.09342034781227), (-89.27590780012633, 43.09338813736069), (-89.27589834573017, 43.09335603758486), (-89.27588816273885, 43.09332405839037), (-89.27587725113415, 43.093292207877894), (-89.27586561580625, 43.09326049595461), (-89.27585325919343, 43.093228930724365), (-89.27584018618789, 43.09319752119405), (-89.27582639922774, 43.09316627546759), (-89.27581190197711, 43.09313520255038), (-89.27579669809795, 43.09310431234795), (-89.27578079371492, 43.09307361206857), (-89.27576419126385, 43.09304311071621), (-89.27526421406867, 43.09226591425806), (-89.27524751781274, 43.09224042986806), (-89.27523145213856, 43.092214729360826), (-89.27521602194318, 43.092188819043585), (-89.27520123211279, 43.09216270972403), (-89.27518708876812, 43.09213640951124), (-89.27517359557581, 43.09210992561097), (-89.27516075742624, 43.09208326703068), (-89.27514857675129, 43.09205644367489), (-89.27513706089981, 43.092029463654164), (-89.27512620985163, 43.09200233506954), (-89.27511602972311, 43.09197506783015), (-89.27510652295035, 43.09194767004033), (-89.2750976931954, 43.09192015070582), (-89.2750895428923, 43.09189251883102), (-89.27508207447265, 43.09186478432024), (-89.27507529037265, 43.0918369552777), (-89.27506919302608, 43.091809040707645), (-89.27506378486473, 43.091781050514435), (-89.27505906586823, 43.09175299279907), (-89.27505504092457, 43.09172487746895), (-89.27505170755501, 43.09169671352203), (-89.27504906942146, 43.09166850996409)]"
STAR DR,"[(-89.27502954133118, 43.09142443594845), (-89.27504962800022, 43.09127759227236), (-89.27505519065767, 43.091245112973084), (-89.2750614605579, 43.091212702990134), (-89.27506843767824, 43.091180371324405), (-89.27507611831814, 43.091148124271804), (-89.27508450245281, 43.091115971733124), (-89.27509358514921, 43.09108392180292), (-89.27510336761507, 43.091051982583444), (-89.27511384491744, 43.09102016216904), (-89.27512501458175, 43.09098846775723), (-89.27513687412707, 43.09095690924564), (-89.27514942108098, 43.09092549293171), (-89.2751626517367, 43.0908942278114), (-89.2751765636175, 43.090863121982245), (-89.27519115056458, 43.09083218263681), (-89.27520641132747, 43.09080141877434), (-89.2752223409754, 43.09077083758906), (-89.27523893580386, 43.090740447176806), (-89.27525619211241, 43.09071025383323), (-89.27527410373602, 43.090680267451226), (-89.27529266820036, 43.09065049522821), (-89.27531187812095, 43.090620943455036), (-89.27533173224722, 43.09059162113079), (-89.27535222196451, 43.09056253544495), (-89.27537334480073, 43.09053369269466), (-89.27539509336502, 43.09050510187113), (-89.2754174627292, 43.09047676926841), (-89.27544044673488, 43.09044870207905), (-89.2754640404517, 43.09042090749715), (-89.27548823771926, 43.09039339361539), (-89.27551303238133, 43.09036616672615), (-89.27553841705159, 43.09033923402045), (-89.27556438680206, 43.09031260179232), (-89.27559093301828, 43.090286277231066), (-89.27561805077028, 43.09026026753085), (-89.275645732676, 43.09023457808239), (-89.27567397134722, 43.09020921697679), (-89.27570275940198, 43.09018418960468), (-89.2757320894543, 43.09015950315719), (-89.27576195412229, 43.090135163024904), (-89.27579234601997, 43.09011117639889), (-89.27582325776562, 43.09008754866982), (-89.27604238976058, 43.08993892132928)]"
STAR DR,"[(-89.27776532476776, 43.0888771318547), (-89.27832357187098, 43.08853951828963)]"
STAR DR,"[(-89.27683257256537, 43.08946001965571), (-89.27751389040013, 43.08903048772079)]"
STAR DR,"[(-89.27965439212545, 43.08569627868694), (-89.27963913387926, 43.08512470930957)]"
STAR DR,"[(-89.27592412059154, 43.09420210578427), (-89.2759382670841, 43.09351755677748)]"
STAR DR,"[(-89.27590426266802, 43.09493718444874), (-89.27591901861156, 43.09441116203559)]"
STAR DR,"[(-89.27967551069898, 43.086686480962115), (-89.27965439212545, 43.08569627868694)]"
STAR DR,"[(-89.27950349184486, 43.08773245935394), (-89.27951909969781, 43.0877112148106), (-89.27953406091602, 43.087689722831186), (-89.27954836688473, 43.087667991506194), (-89.27956201266291, 43.087646033431085), (-89.27957498962948, 43.087623859396565), (-89.27958729162181, 43.087601479296296), (-89.279598914929, 43.087578904827204), (-89.27960985093026, 43.08755614677997), (-89.27962009468884, 43.087533215949854), (-89.27962964249204, 43.08751012493389), (-89.27963848940314, 43.087486884527195), (-89.27964663048564, 43.08746350552513), (-89.27965406202892, 43.08743999962449), (-89.2796607790923, 43.08741637942065), (-89.2796667804254, 43.08739265481332), (-89.27967206231367, 43.08736883929954), (-89.2796766210486, 43.087344943675994), (-89.27968045660386, 43.08732097964405), (-89.27968356526905, 43.087296958900446), (-89.27968594578762, 43.087272894045164), (-89.27968759813551, 43.08724879587933), (-89.27968851982811, 43.08722467700149), (-89.27968871083927, 43.08720054911275), (-89.27967551069898, 43.086686480962115)]"
STAR DR,"[(-89.27900539232196, 43.088129460762744), (-89.27920393859307, 43.08800010425875), (-89.27922642717513, 43.087985899945984), (-89.27924846222709, 43.08797132062003), (-89.27927003513345, 43.08795637437133), (-89.27929113359872, 43.08794106748556), (-89.27931174532108, 43.087925408948585), (-89.27933186168322, 43.087909407751006), (-89.27935146915738, 43.08789307197695), (-89.27937056035846, 43.08787640881839), (-89.27938912298072, 43.087859429061446), (-89.27940714718086, 43.087842140795004), (-89.27942462556751, 43.08782455391118), (-89.27944154584142, 43.08780667649576), (-89.27945790183934, 43.08778851844253), (-89.27947368371402, 43.08777008964046), (-89.27948888284624, 43.08775139998023), (-89.27950349184486, 43.08773245935394)]"
STAR DR,"[(-89.27604238976058, 43.08993892132928), (-89.27683257256537, 43.08946001965571)]"
STAR DR,"[(-89.27832357187098, 43.08853951828963), (-89.27900539232196, 43.088129460762744)]"
ODANA RD,"[(-89.44872055877211, 43.05044237050659), (-89.45101512397915, 43.05012592102785)]"
ODANA RD,"[(-89.45121328061579, 43.050098940703826), (-89.45242736053267, 43.04993362811018)]"
ODANA RD,"[(-89.45101512397915, 43.05012592102785), (-89.45121328061579, 43.050098940703826)]"
ODANA RD,"[(-89.44152071045886, 43.05123267362917), (-89.44161144550935, 43.05122715863928)]"
ODANA RD,"[(-89.46723388075029, 43.050024610338255), (-89.46912630551323, 43.05002496535341), (-89.4699427751155, 43.05002874838571)]"
ODANA RD,"[(-89.47098369625523, 43.05007639044278), (-89.47115558978788, 43.0500750695014)]"
ODANA RD,"[(-89.43915385300436, 43.051386716310255), (-89.43957967148158, 43.05135790130995)]"
ODANA RD,"[(-89.44554234747704, 43.05086674249087), (-89.44579846054337, 43.05083391263201)]"
ODANA RD,"[(-89.46361433411013, 43.05003163614096), (-89.46382727233254, 43.05003455265421), (-89.46404022126453, 43.05003694400516), (-89.46425318090051, 43.050038810193804), (-89.46446614878045, 43.050040151220934), (-89.46467911998893, 43.050040966188284), (-89.46489209452115, 43.0500412559959), (-89.4651050699176, 43.05004102154478), (-89.46531804126171, 43.0500402601365), (-89.46553100977711, 43.05003897447089), (-89.46574396932122, 43.050037163650245), (-89.46595692111522, 43.05003482677394), (-89.46616986024563, 43.050031965644216), (-89.46638278425105, 43.050028578461834), (-89.46723388075029, 43.050024610338255)]"
ODANA RD,"[(-89.44808077985073, 43.05053281106114), (-89.44872055877211, 43.05044237050659)]"
ODANA RD,"[(-89.43957967148158, 43.05135790130995), (-89.44152071045886, 43.05123267362917)]"
ODANA RD,"[(-89.45815152757955, 43.04989397560907), (-89.45860662638421, 43.04990813356717), (-89.45906175210837, 43.049921803648765), (-89.45951690596806, 43.04993498495311), (-89.45997208549836, 43.04994767838072), (-89.46042728946064, 43.049959883031605), (-89.46088251784398, 43.049971598905586), (-89.46133776818357, 43.04998282690318), (-89.46179304169527, 43.04999356612363), (-89.46224833591373, 43.05000381656758), (-89.46270364960066, 43.05001357823516), (-89.4631589827459, 43.05002285202629), (-89.46361433411013, 43.05003163614096)]"
ODANA RD,"[(-89.44692620590058, 43.050682303811975), (-89.44808077985073, 43.05053281106114)]"
ODANA RD,"[(-89.43823424238104, 43.05144772738711), (-89.43915385300436, 43.051386716310255)]"
ODANA RD,"[(-89.4560950044374, 43.049816341441634), (-89.45815152757955, 43.04989397560907)]"
ODANA RD,"[(-89.44579846054337, 43.05083391263201), (-89.44692620590058, 43.050682303811975)]"
ODANA RD,"[(-89.44258110434521, 43.05116576047608), (-89.44304308310917, 43.05114662478645), (-89.44311299317182, 43.05114383701492), (-89.44318286009675, 43.05114053794826), (-89.44325268019963, 43.05113672578702), (-89.4433224436605, 43.051132402333344), (-89.44339214556858, 43.05112756848834), (-89.44346177733037, 43.0511222233536), (-89.44353133280804, 43.05111636873058), (-89.44360080586291, 43.05111000372049), (-89.44367018790236, 43.05110313012529), (-89.4437394727883, 43.05109574884645), (-89.4438086543824, 43.051087859885236), (-89.44432643224766, 43.051024184720205)]"
ODANA RD,"[(-89.44432643224766, 43.051024184720205), (-89.44554234747704, 43.05086674249087)]"
ODANA RD,"[(-89.44161144550935, 43.05122715863928), (-89.44258110434521, 43.05116576047608)]"
ODANA RD,"[(-89.45486844319348, 43.04977245960005), (-89.4560950044374, 43.049816341441634)]"
ODANA RD,"[(-89.45242736053267, 43.04993362811018), (-89.45363423053217, 43.0497750347014)]"
ODANA RD,"[(-89.45363423053217, 43.0497750347014), (-89.45368114849352, 43.04977007572481), (-89.45372816244107, 43.04976562976325), (-89.45377526133002, 43.049761696819544), (-89.4538224341166, 43.04975827869691), (-89.45386967098345, 43.04975537539794), (-89.45391696211406, 43.04975298872548), (-89.45396429646334, 43.04975111778244), (-89.45401166298693, 43.049749763471965), (-89.45405905309532, 43.04974892669644), (-89.45410645328921, 43.049748607459634), (-89.4541538562058, 43.04974880576365), (-89.45420124834531, 43.049749520712055), (-89.4542486211182, 43.04975075320745), (-89.45429596470701, 43.04975250325261), (-89.45486844319348, 43.04977245960005)]"
OFFSHORE DR,"[(-89.49466994490389, 43.06339422289198), (-89.49506893093833, 43.063418888083426), (-89.49509292442822, 43.063420064544836), (-89.49511695415168, 43.06342073871978), (-89.49514100046667, 43.0634209106208), (-89.49516504250346, 43.06342058026115), (-89.49518906307524, 43.0634197476518), (-89.49521304131333, 43.06341841370615), (-89.49523695757675, 43.063416579336895), (-89.49526079345213, 43.063414245455945), (-89.49528452930164, 43.063411415676285), (-89.49530814425569, 43.06340809001128), (-89.49533162113278, 43.06340427297258), (-89.49535494029296, 43.06339996637291), (-89.49537808209965, 43.06339517472556), (-89.49540102937031, 43.063389901642), (-89.49542376124072, 43.06338415163621), (-89.49544626052838, 43.063377928319724), (-89.49546851005414, 43.063371238004365), (-89.49549048895385, 43.06336408520423), (-89.49551218250343, 43.063356476229664), (-89.49553356984102, 43.063348417394806), (-89.4955546362416, 43.06333991410999), (-89.49557536330067, 43.06333097448809)]"
OFFSHORE DR,"[(-89.49345123469769, 43.06332245577168), (-89.49459343720702, 43.06338971767634), (-89.49466994490389, 43.06339422289198)]"
OLD MIDDLETON RD,"[(-89.46734942762326, 43.074081682418594), (-89.46754630092319, 43.074057597084156)]"
OLD SAUK RD,"[(-89.4931127369305, 43.07520580054583), (-89.49404329729194, 43.07520867227252)]"
OLD SAUK RD,"[(-89.49404329729194, 43.07520867227252), (-89.49613312727284, 43.07521949315833)]"
OLD SAUK RD,"[(-89.49613312727284, 43.07521949315833), (-89.49654996558932, 43.07522357790833), (-89.49830470389615, 43.07524075817501)]"
OLD SAUK RD,"[(-89.48909418540393, 43.07520418930667), (-89.49121773755772, 43.07521039880248)]"
OLD SAUK RD,"[(-89.47835469276399, 43.075268955763605), (-89.47846403161067, 43.075264197250384), (-89.47857340524763, 43.075259905768775), (-89.47868281244793, 43.07525607951909), (-89.4787922470765, 43.075252720304505), (-89.47890170667935, 43.07524982722596), (-89.47901118757552, 43.07524740028535), (-89.47912068608477, 43.075245440384435), (-89.47923019729751, 43.07524394662557), (-89.47971726090954, 43.07523946620118), (-89.48008138416307, 43.07523611524249), (-89.48045563599176, 43.075230432107276), (-89.48082990051765, 43.075225259900144), (-89.48120417774999, 43.075220598620874), (-89.48157846647118, 43.07521644917013), (-89.48375570570441, 43.07522092315173), (-89.4839224881003, 43.07521989095411), (-89.48408926519542, 43.07521847687278), (-89.48425603575977, 43.07521668180859), (-89.48442279733267, 43.07521450396268), (-89.48458954868416, 43.075211944235875), (-89.48475628858336, 43.07520900262881), (-89.48496117084858, 43.075205934564636), (-89.4851660607275, 43.075203127159234), (-89.4853750333367, 43.07520053135874), (-89.48558401111865, 43.07519820610471), (-89.485643163605, 43.07519759637605), (-89.48575035935464, 43.07519654771262), (-89.48770935044575, 43.07520103591344), (-89.48851935124542, 43.075202881941806), (-89.48909418540393, 43.07520418930667)]"
OLD SAUK RD,"[(-89.49830470389615, 43.07524075817501), (-89.49861269565498, 43.07524308860987), (-89.4986497381102, 43.07524313048755), (-89.49868677139304, 43.07524369531901), (-89.49872378445498, 43.07524478401181), (-89.49876076133523, 43.07524639657657), (-89.4987976885253, 43.07524853032214), (-89.49883455374885, 43.07525118615686), (-89.49887134104287, 43.07525436229125), (-89.49890803935672, 43.075258057832706), (-89.49894463272722, 43.07526227099177), (-89.49898110887693, 43.075267001776865), (-89.49901745306845, 43.07527224659753), (-89.49905365302199, 43.07527800366189), (-89.49908969523123, 43.075284272079124), (-89.49912556495848, 43.0752910482588), (-89.49916125115189, 43.075298330408316), (-89.4991967378471, 43.07530611583832), (-89.49923201398998, 43.07531440095602), (-89.49926706607172, 43.075323183070346), (-89.4993018793557, 43.075332459491094), (-89.49933644278664, 43.07534222572553), (-89.49937074408344, 43.07535247908172), (-89.49940476727936, 43.07536321507025), (-89.49943850377572, 43.07537443009671), (-89.4994719376057, 43.07538611967162), (-89.49950505894267, 43.07539828020148), (-89.49953785304652, 43.07541090629584), (-89.49957031008938, 43.07542399346125), (-89.4996024153321, 43.07543753720726), (-89.49963416017366, 43.07545153213949), (-89.4996655298736, 43.07546597286758), (-89.4996965146029, 43.07548085399784), (-89.49972710207796, 43.07549617103837), (-89.49975728124062, 43.075511917696325), (-89.49978703980494, 43.07552808767958), (-89.4998163679406, 43.07554467469438), (-89.49984525459162, 43.075561674248135), (-89.49987368869745, 43.075579078247664), (-89.49990166042878, 43.075596881299376), (-89.50009328210821, 43.07573985030535)]"
OLD SAUK RD,"[(-89.49121773755772, 43.07521039880248), (-89.4931127369305, 43.07520580054583)]"
OLD SAUK RD,"[(-89.50009328210821, 43.07573985030535), (-89.50041725607021, 43.07597727991991), (-89.5007966985339, 43.07625535697904), (-89.50082001199874, 43.07627190465909), (-89.50084374007976, 43.076288131613005), (-89.50086787540292, 43.076304032445044), (-89.50089240936633, 43.07631960176014), (-89.50091733336909, 43.07633483506357), (-89.50094450037682, 43.07635079860216), (-89.50097209663494, 43.076366362193376), (-89.5010001110845, 43.07638151954383), (-89.50102853143987, 43.076396265261025), (-89.50105734786864, 43.076410592150616), (-89.50108654808514, 43.07642449482019), (-89.50111611980348, 43.076437967877325), (-89.50114605196686, 43.07645100682876), (-89.50117633351614, 43.076463605381264), (-89.5012069509387, 43.076475759043234), (-89.50123789317641, 43.07648746242148), (-89.50126914794569, 43.07649871192383), (-89.5013007017326, 43.07650950215873), (-89.50133254225346, 43.07651982953401), (-89.50136465845118, 43.076529689556615), (-89.50139703558513, 43.07653907773594), (-89.50142966137273, 43.07654799137996), (-89.50146252353002, 43.07655642689664), (-89.5014960998336, 43.07656449376725), (-89.50152989160449, 43.0765720609218), (-89.50156388533306, 43.07657912656932), (-89.50159806750527, 43.07658568531827), (-89.50163242338607, 43.07659173717878), (-89.50166693823448, 43.07659727766037), (-89.50170159976891, 43.076602304971246), (-89.50173639325186, 43.076606817321334), (-89.50177130394583, 43.07661081292053), (-89.5018063183414, 43.07661428997796), (-89.50184142047416, 43.076617247604425), (-89.50187429809979, 43.076619540692356), (-89.50190722916233, 43.076621377381684), (-89.50194020138244, 43.076622757680916), (-89.50197320370643, 43.07662367979745), (-89.50241167383058, 43.07662911338747)]"
OLD SAUK RD,"[(-89.50241167383058, 43.07662911338747), (-89.5027993953423, 43.076643843091865), (-89.50283400718078, 43.07664458830715), (-89.50286863183851, 43.07664480874306), (-89.50290325458147, 43.07664450531019), (-89.50293786190231, 43.076643678018115), (-89.5029724390671, 43.07664232777718), (-89.50300697011158, 43.076640453698744), (-89.50304144153202, 43.0766380584926), (-89.50307583736425, 43.07663514127001), (-89.50311014410454, 43.076631704740855), (-89.50314434701889, 43.076627749815756), (-89.50317843137462, 43.07662327830546), (-89.50321238243892, 43.07661829202066), (-89.50324618547909, 43.0766127927721), (-89.50327982699149, 43.076606783269824), (-89.50331329224458, 43.07660026622468), (-89.50334656650693, 43.076593244347585), (-89.5033796362749, 43.07658572034858), (-89.50341248681701, 43.076577696938585), (-89.50344510463216, 43.07656917862794), (-89.50347747499015, 43.076560169027644), (-89.50350958561525, 43.07655067084694), (-89.50354142177976, 43.07654068949717), (-89.50357296998027, 43.07653022768837), (-89.50360421671799, 43.076519291731195), (-89.50363514848974, 43.0765078843357), (-89.50366575302458, 43.07649601181171), (-89.50369601682169, 43.07648367866954), (-89.50372592638136, 43.076470890319634), (-89.50375547065961, 43.076457652170866), (-89.50378463492895, 43.076443969634546), (-89.50381340691767, 43.0764298481203), (-89.50384177681335, 43.076415295736425), (-89.50386913480926, 43.076400641455585), (-89.50389608461113, 43.07638558511365), (-89.50392261394977, 43.07637013392041), (-89.50394871178023, 43.076354292384536), (-89.50397436706011, 43.076338066814984), (-89.50399957120635, 43.076321466219184), (-89.50493651406079, 43.07565403198752), (-89.5049650818429, 43.07563553132922), (-89.50499404172974, 43.07561735891764), (-89.50502338390723, 43.07559952106028), (-89.50505310346908, 43.075582021360866), (-89.50508663821722, 43.07556293291045), (-89.50512062168544, 43.07554427527436), (-89.5051550428319, 43.075526054760886), (-89.5051898893836, 43.07550827497893), (-89.50522515398231, 43.07549094223422), (-89.50526082435744, 43.075474061935815), (-89.50529688946622, 43.07545763949202), (-89.50533333949136, 43.075441678510025), (-89.5053701621648, 43.07542618619912), (-89.50540734643909, 43.075411164367246), (-89.50544488250173, 43.07539662022205), (-89.50548275807888, 43.07538255647236), (-89.5055209608989, 43.07536897762732), (-89.50555947991806, 43.075355888195105), (-89.50559830409154, 43.075343291783966), (-89.50563742237442, 43.07533119200194), (-89.50567696364092, 43.07531955275074), (-89.50571677693205, 43.075308420945355), (-89.50575684874732, 43.075297800195784), (-89.50579716804218, 43.07528769411018), (-89.50583772131499, 43.0752781053986), (-89.50587849629206, 43.075269036769924), (-89.50591948192877, 43.075260491832466), (-89.50596066349576, 43.0752524732971), (-89.50600203117263, 43.07524498207089), (-89.50604357023136, 43.07523802176486), (-89.50608526962486, 43.07523159418709), (-89.5061271146241, 43.07522570204855), (-89.50616909417947, 43.07522034535715), (-89.5062111947898, 43.07521552682303), (-89.50625340295234, 43.075211248256075), (-89.50629570761906, 43.075207510564454), (-89.50633809405831, 43.07520431465898), (-89.50638055122326, 43.07520166234789), (-89.50642306437977, 43.07519955274185), (-89.50646562125443, 43.0751979885501), (-89.50650820834107, 43.07519696888249), (-89.5065508145903, 43.075196493747136), (-89.50751263333756, 43.07517522988263)]"
OLIN AVE,"[(-89.39524064042446, 43.05403300715869), (-89.395868677318, 43.054041384110995), (-89.39642475218784, 43.05404819323064)]"
OLIN AVE,"[(-89.39390342406122, 43.05401468007486), (-89.39447487578914, 43.054023391798545), (-89.3952352619689, 43.05403291857987), (-89.39524064042446, 43.05403300715869)]"
OLIN AVE,"[(-89.38505142175259, 43.05338823827648), (-89.38559706409693, 43.05353109092565)]"
OLIN AVE,"[(-89.38401475527392, 43.053105763990395), (-89.38505142175259, 43.05338823827648)]"
OLIN AVE,"[(-89.39024203854429, 43.053958834886856), (-89.39216402469101, 43.05399093798511)]"
OLIN AVE,"[(-89.39216402469101, 43.05399093798511), (-89.39340422161152, 43.05400263892503), (-89.39388728870354, 43.054014417749606), (-89.39390342406122, 43.05401468007486)]"
OLIN AVE,"[(-89.38559706409693, 43.05353109092565), (-89.38606354977225, 43.053649808445), (-89.38612632325386, 43.05366547300584), (-89.38618929954815, 43.053680693843916), (-89.38625247128898, 43.0536954718567), (-89.38631583479507, 43.053709803442196), (-89.38637938270074, 43.0537236885979), (-89.38644310886824, 43.05373712642144)]"
ORCHARD ST,"[(-89.40734881632027, 43.068734419579286), (-89.40735349412348, 43.06963232635319)]"
ORCHARD ST,"[(-89.40735349412348, 43.06963232635319), (-89.40736142253799, 43.071061103393156)]"
ORCHARD ST,"[(-89.4073380077297, 43.06774976708862), (-89.40734881632027, 43.068734419579286)]"
PARK ST,"[(-89.40067486281288, 43.06206238132112), (-89.4006623188207, 43.06097154227175)]"
PARK ST,"[(-89.40087107276473, 43.06314643179005), (-89.40086769435433, 43.06259144933595), (-89.40086447627262, 43.06206278411226)]"
PARK ST,"[(-89.40086447627262, 43.06206278411226), (-89.40085748693846, 43.06149597260586), (-89.40085100274308, 43.060970157303)]"
PARK ST,"[(-89.4006623188207, 43.06097154227175), (-89.40065950010424, 43.05987607560951)]"
PARK ST,"[(-89.40085100274308, 43.060970157303), (-89.40084986382115, 43.06029808673582), (-89.40084858892273, 43.059876156992026)]"
PINCKNEY ST,"[(-89.38307823582113, 43.07545750554614), (-89.38394211280732, 43.07611830274819), (-89.38395114919373, 43.0761251357464), (-89.38396065483761, 43.07613161876095), (-89.38397060150903, 43.07613773468036), (-89.38398096588945, 43.0761434663948), (-89.38399171974734, 43.07614879949304), (-89.38400283362365, 43.0761537186635), (-89.38401427805726, 43.07615821219477), (-89.3840260235875, 43.076162267475596), (-89.38403803829672, 43.07616587369395), (-89.38405029026691, 43.07616902093804), (-89.38406274757823, 43.0761717019963), (-89.3840753758557, 43.07617390875623), (-89.3840881431783, 43.076175635806614), (-89.38410101516887, 43.0761768786354), (-89.38411395622173, 43.07617763363029), (-89.38412693441417, 43.07617789808028)]"
PINCKNEY ST,"[(-89.38307823582113, 43.07545750554614), (-89.38221353334492, 43.07479941796065), (-89.38220448540946, 43.07479206005972), (-89.38219596074143, 43.074784373803645), (-89.38218798142853, 43.07477637900253), (-89.38218056833018, 43.074768096366185), (-89.38217374230514, 43.07475954750436), (-89.38216751807242, 43.07475075492496), (-89.38216191526281, 43.074741740237386), (-89.38215694491016, 43.074732528648525), (-89.38215262296114, 43.07472314266648), (-89.3821489592217, 43.074713607497785), (-89.3821459622698, 43.07470394834824), (-89.38214364191248, 43.07469418862403), (-89.38214200304247, 43.07468435623016), (-89.38214105055553, 43.074674474570976), (-89.38214078688992, 43.074664569750325), (-89.38214121202772, 43.074654668771274)]"
PINCKNEY ST,"[(-89.38169579397963, 43.074652954739705), (-89.3816998883889, 43.074508138689616), (-89.38169944209561, 43.0745015893853), (-89.38169827995456, 43.07449508843311), (-89.38169641176248, 43.07448867544096), (-89.38169384854193, 43.074482392717464), (-89.38169060745531, 43.074476281673434), (-89.38168670812284, 43.07447038012012), (-89.38168217630383, 43.07446472587079), (-89.38167704144111, 43.07445935674022), (-89.38167133666366, 43.07445430604373), (-89.38117260661005, 43.07407260806025), (-89.3811552653943, 43.074061094927), (-89.38113754212591, 43.074049898490124), (-89.38111944907861, 43.07403902505451), (-89.38110099484157, 43.074028482723996), (-89.38108219291756, 43.074018276003784), (-89.381063053124, 43.074008412098074), (-89.38104358773514, 43.07399889641173)]"
PLEASANT VIEW RD,"[(-89.53700873720965, 43.07484265881162), (-89.53699315472177, 43.07538015396628)]"
PLEASANT VIEW RD,"[(-89.53717246966599, 43.0748419220158), (-89.53715086702624, 43.07542920344499), (-89.53714906798149, 43.0754678304781), (-89.53714659972653, 43.0755064374805), (-89.53714345979422, 43.07554501905402), (-89.5371396518535, 43.075583567994144), (-89.53713517466342, 43.07562207800123), (-89.537130028211, 43.075660542774514), (-89.53712421494055, 43.07569895691094), (-89.53711773606528, 43.07573731320823), (-89.537110590346, 43.07577560626695), (-89.53710278145316, 43.07581382978259), (-89.5370943093739, 43.075851977454306), (-89.53708517655092, 43.075890042978706), (-89.53707710088605, 43.07592744856582), (-89.53706972522798, 43.075964931758655), (-89.53706304833833, 43.07600248625787), (-89.53705707265722, 43.076040103060066), (-89.53705179817584, 43.07607777676482), (-89.53704722856556, 43.07611550016766), (-89.5370433613568, 43.07615326517026), (-89.53704020022273, 43.07619106546826), (-89.53703774392498, 43.07622889476226), (-89.5370381281944, 43.07625320615953), (-89.53703781381971, 43.07627751915765), (-89.5370368007766, 43.07630182115521), (-89.53703509027356, 43.076326102249766), (-89.53703268351748, 43.07635035163898), (-89.53702958048912, 43.0763745594216), (-89.53702578239185, 43.076398712994965), (-89.53702129166224, 43.07642280245539), (-89.53701610950877, 43.07644681790045), (-89.5370102383645, 43.076470747626324), (-89.53700368189217, 43.07649458082792), (-89.53699644252977, 43.07651830850172), (-89.53698852271056, 43.07654191894376), (-89.53697992732495, 43.076565401347786), (-89.53697065758338, 43.07658874671144), (-89.53696072083045, 43.07661194332579), (-89.53695011950262, 43.07663498128708), (-89.53693885849228, 43.076657850689195)]"
PLEASANT VIEW RD,"[(-89.53699315472177, 43.07538015396628), (-89.53699242567761, 43.07540531348082), (-89.53699057004037, 43.07544393336743), (-89.53698805992539, 43.07548253230753), (-89.53698489655093, 43.07552110579937), (-89.53698107867623, 43.075559647543315), (-89.53697660874555, 43.07559815213642), (-89.53697148674425, 43.075636612377636), (-89.53696571266114, 43.075675022866335), (-89.53695928771272, 43.075713378200554), (-89.53695221311385, 43.07575167207826), (-89.53694449007946, 43.07578989819745), (-89.5369345255526, 43.07583566492578), (-89.53692529050291, 43.07588151373128), (-89.53691678614817, 43.07592743831217), (-89.53690901493553, 43.075973433265546), (-89.53690197562533, 43.07601949139197), (-89.53689567066313, 43.07606560638841), (-89.53689010126675, 43.07611177195302), (-89.53688526742764, 43.07615798268535), (-89.536881170362, 43.07620423138345), (-89.53687780883179, 43.07625051174785), (-89.5368751865122, 43.07629681837437), (-89.53687440804963, 43.07632118764305), (-89.53687435034973, 43.07634556429056), (-89.53687501584557, 43.07636993571301), (-89.53687640328826, 43.076394290210246), (-89.5368785102046, 43.07641861788363), (-89.53688133902754, 43.07644290612926), (-89.53688488482483, 43.07646714325066), (-89.53688914880493, 43.07649131844531), (-89.53689412726169, 43.07651541911544), (-89.53689981895124, 43.07653943626115), (-89.53690622016566, 43.07656335638456), (-89.53691332720372, 43.076587169588045), (-89.53692114004272, 43.076610863270076), (-89.53692965129781, 43.076634427536774), (-89.53693885849228, 43.076657850689195)]"
PORTAGE RD,"[(-89.3092088507201, 43.14067517542584), (-89.30806987119135, 43.14149478627126), (-89.30625010638616, 43.14285326140072)]"
PORTAGE RD,"[(-89.31546346975118, 43.12691869139721), (-89.3154745327373, 43.12852844030162)]"
